ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	ALIGNMENT	COGID	COGIDS	MORPHEMES	COGNACY	NOTE
166	Karo_Arara	HUSBAND	mẽn	mẽn	m ẽ n	m ẽ - n -	1251	9045	HUSBAND	marido1	
488	Purubora	HUSBAND	mẽt	mẽt	m ẽ t	m ẽ - t -	1251	9045	HUSBAND	marido1	
1310	Wayoro	HUSBAND	mẽn	mẽn	m ẽ n	m ẽ - n -	1251	9045	HUSBAND	marido1	
1655	Tupari	HUSBAND	men	men	m e n	m e - n -	1251	9045	HUSBAND	marido1	
2042	Akuntsu	HUSBAND	men	men	m e n	m e - n -	1251	9045	HUSBAND	marido1	
2397	Mekens_Sakurabiat	HUSBAND	mẽt	mẽt	m ẽ t	m ẽ - t -	1251	9045	HUSBAND	marido1	
2887	Gaviao_Ikoloehj	HUSBAND	men	men	m e n	m e - n -	1251	9045	HUSBAND	marido	
3242	Monde	HUSBAND	mapiʃop	mapiʃop	m a p i ʃ o p	m a p i - - ʃ o p - -	1252	9046	HUSBAND	marido	
4045	Surui_Paiter	HUSBAND	hay	hay	h ai	h ai	1256	9050	HUSBAND	marido	
4349	Karitiana	HUSBAND	mãn	mãn	m ã n	m ã - n -	1251	9045	HUSBAND	marido1	
4583	Arikem	HUSBAND	madʒo	madʒo	m a dʒ o	m a - dʒ o	1251	9045	HUSBAND	marido	
4841	Xipaya	HUSBAND	ména	ména	m é/e n a	m é/e - n a	1251	9045	HUSBAND	marido1	
5171	Juruna_Yudja	HUSBAND	mená / apíáka	mená	m e n á/a	m e - n á/a	1251	9045	HUSBAND	marido1	
5172	Juruna_Yudja	HUSBAND	mená / apíáka	apíáka	a p íá/ia k a	- a p íá/ia - - k a - - -	1252	9046	HUSBAND	marido1	
5531	Munduruku	HUSBAND	top	top	t o p	t o p	1254	9049	HUSBAND	marido5	
5873	Kuruaya	HUSBAND	top	top	t o p	t o p	1254	9049	HUSBAND	marido5	
6204	Satere_Mawe	HUSBAND	ajto	ajto	a j t o	- a j t o	1251	9045	HUSBAND	marido	
6540	Aweti	HUSBAND	men	men	m e n	m e - n -	1251	9045	HUSBAND	marido1	
6874	Parakana	HUSBAND	men	men	m e n	m e - n -	1251	9045	HUSBAND	marido1	
7170	Asurini_do_Tocantins	HUSBAND	men	men	m e n	m e - n -	1251	9045	HUSBAND	marido1	
7446	Surui_Aikewara	HUSBAND	erekatar	erekatar	e r e k a t a r	- e - - r e k a t a r	1252	9046	HUSBAND	marido	
7749	Tapirape_Apyawa	HUSBAND	men	men	m e n	m e - n -	1251	9045	HUSBAND	marido1	
8052	Tembe	HUSBAND	men	men	m e n	m e - n -	1251	9045	HUSBAND	marido1	
8383	Guajajara	HUSBAND	men	men	m e n	m e - n -	1251	9045	HUSBAND	marido1	
8687	Apiaka	HUSBAND	men	men	m e n	m e - n -	1251	9045	HUSBAND	marido1	
8984	Parintintin	HUSBAND	embireko	embireko	e mb/ⁿb i r e k o	- e mb/ⁿb i r e k o - - -	1252	9046	HUSBAND	marido2	
9314	Amondawa	HUSBAND	men	men	m e n	m e - n -	1251	9045	HUSBAND	marido1	
9628	Tenharim	HUSBAND	embireko	embireko	e mb/ⁿb i r e k o	- e mb/ⁿb i r e k o - - -	1252	9046	HUSBAND	marido2	
10062	Urueuwauwau	HUSBAND	men	men	m e n	m e - n -	1251	9045	HUSBAND	marido1	
10251	Tupi_do_Machado_Wirafed	HUSBAND	mena	mena	m e n a	m e - n a	1251	9045	HUSBAND	marido1	
10407	Kayabi	HUSBAND	men	men	m e n	m e - n -	1251	9045	HUSBAND	marido1	
10666	Arawete	HUSBAND	erekũ	erekũ	e r e k ũ	- e - - r e k ũ - - -	1252	9046	HUSBAND	marido2	
11012	Guaja	HUSBAND	men	men	m e n	m e - n -	1251	9045	HUSBAND	marido1	
11412	Emerillon_Teko	HUSBAND	men	men	m e n	m e - n -	1251	9045	HUSBAND	marido1	
11807	Wayampi	HUSBAND	mẽ	mẽ	m ẽ	m ẽ - - -	1251	9045	HUSBAND	marido1	
12129	Zo_e	HUSBAND	pewat	pewat	p e w a t	p e w a t	1257	9051	HUSBAND	marido	
12406	Ka_apor_Urubu	HUSBAND	sawaʔe	sawaʔe	s a w a ʔ e	s a w a ʔ e	1255	9047	HUSBAND	marido3	
12679	Anambe	HUSBAND	erekʷã	erekʷã	e r e kʷ ã	- e - - r e kʷ ã - - -	1252	9046	HUSBAND	marido2	
12982	Kamajura	HUSBAND	irũ	irũ	i r ũ	i r ũ	1253	9048	HUSBAND	marido2	
13255	Asurini_do_Xingu	HUSBAND	erakʷat	erakʷat	e r a kʷ a t	- e - - r a kʷ a t - -	1252	9046	HUSBAND	marido2	
13495	Ava_Canoeiro	HUSBAND	men	men	m e n	m e - n -	1251	9045	HUSBAND	marido1	
13791	Tupinamba	HUSBAND	men	men	m e n	m e - n -	1251	9045	HUSBAND	marido1	
14174	Nheengatu	HUSBAND	mena	mena	m e n a	m e - n a	1251	9045	HUSBAND	marido1	
14745	Yuki	HUSBAND	ru	ru	r u	- r u	1253	9048	HUSBAND	marido4	
15010	Guarayo	HUSBAND	mẽr	mẽr	m ẽ r	m ẽ - r -	1251	9045	HUSBAND	marido1	
15337	Siriono	HUSBAND	ru	ru	r u	- r u	1253	9048	HUSBAND	marido4	
15618	Warazu_Pauserna	HUSBAND	me	me	m e	m e - - -	1251	9045	HUSBAND	marido1	
15882	Chiriguano	HUSBAND	me	me	m e	m e - - -	1251	9045	HUSBAND	marido1	
16296	Mbya	HUSBAND	me	me	m e	m e - - -	1251	9045	HUSBAND	marido1	
16647	Guarani_Paraguay	HUSBAND	men	men	m e n	m e - n -	1251	9045	HUSBAND	marido1	
16986	Old_Guarani	HUSBAND	me	me	m e	m e - - -	1251	9045	HUSBAND	marido1	
17271	Guayaki_Ache	HUSBAND	ime	ime	i m e	- i - m e	1251	9045	HUSBAND	marido1	
17735	Kaiowa	HUSBAND	ména	ména	m é/e n a	m é/e - n a	1251	9045	HUSBAND	marido1	
18000	Tapiete	HUSBAND	me	me	m e	m e - - -	1251	9045	HUSBAND	marido1	
18239	Chiripa_Nandeva_Ava_Guarani	HUSBAND	mẽ	mẽ	m ẽ	m ẽ - - -	1251	9045	HUSBAND	marido	
18497	Omagua	HUSBAND	mɪna	mɪna	m ɪ n a	m ɪ - n a	1251	9045	HUSBAND	marido1	
18776	Cocama_Cocamilla	HUSBAND	mena	mena	m e n a	m e - n a	1251	9045	HUSBAND	marido1	
167	Karo_Arara	I	ʔõn	ʔõn	ʔ õ n	ʔ õ n -	1258	9103	I	eu2	
489	Purubora	I	ʔõt	ʔõt	ʔ õ t	ʔ õ t -	1258	9103	I	eu2	
669	Ntogapid_Itogapuk	I	un	un	u n	- u n -	1258	9103	I	eu2	
974	Makurap	I	õn	õn	õ n	- õ n -	1258	9103	I	eu2	
1311	Wayoro	I	õn	õn	õ n	- õ n -	1258	9103	I	eu2	
1656	Tupari	I	õn	õn	õ n	- õ n -	1258	9103	I	eu2	
2043	Akuntsu	I	õn	õn	õ n	- õ n -	1258	9103	I	eu2	
2398	Mekens_Sakurabiat	I	õn	õn	õ n	- õ n -	1258	9103	I	eu2	
2623	Cinta_Larga	I	un	un	u n	- u n -	1258	9103	I	eu2	
2888	Gaviao_Ikoloehj	I	õõt	õõt	õː t	õː - t -	1260	9106	I	eu2	
3243	Monde	I	ono	ono	o n o	- o n o	1258	9103	I	eu2	
3485	Arua	I	õõt	õõt	õː t	õː - t -	1260	9106	I	eu2	
3790	Zoro	I	õõt	õõt	õː t	õː - t -	1260	9106	I	eu2	
4046	Surui_Paiter	I	oẽn	oẽn	o ẽ n	o ẽ n -	1258	9107 9103	I	eu2	
4350	Karitiana	I	ɨ̃n	ɨ̃n	ɨ̃ n	- ɨ̃ n -	1258	9103	I	eu2	
4584	Arikem	I	uún	uún	uú/uː n	- uú/uː n -	1258	9103	I	eu2	
4842	Xipaya	I	una	una	u n a	- u n a	1258	9103	I	eu2	
5173	Juruna_Yudja	I	una	una	u n a	- u n a	1258	9103	I	eu2	
5532	Munduruku	I	ṍn	ṍn	ṍ/õ n	- ṍ/õ n -	1258	9103	I	eu2	
5874	Kuruaya	I	õn	õn	õ n	- õ n -	1258	9103	I	eu2	
6205	Satere_Mawe	I	ujto	ujto	u j t o	u j t o	1260	9106	I	eu2	
6541	Aweti	I	ito	ito	i t o	i - t o	1260	9106	I	eu2	
6875	Parakana	I	idʒé	idʒé	i dʒ é/e	i - dʒ é/e	1260	9106	I	eu1	
7171	Asurini_do_Tocantins	I	itse	itse	i ts e	i ts e - -	1259	9105	I	eu1	
7447	Surui_Aikewara	I	idʒe	idʒe	i dʒ e	i - dʒ e	1260	9106	I	eu1	
7750	Tapirape_Apyawa	I	ie	ie	ie	ie	1262	9107	I	eu1	
8053	Tembe	I	ihe	ihe	i h e	i h e - -	1259	9105	I	eu1	
8384	Guajajara	I	ihe	ihe	i h e	i h e - -	1259	9105	I	eu1	
8985	Parintintin	I	ji (hi)	ji	j i	j i - -	1261	9104	I	eu1	
9315	Amondawa	I	ji	ji	j i	j i - -	1261	9104	I	eu1	
9629	Tenharim	I	ji	ji	j i	j i - -	1261	9104	I	eu1	
10063	Urueuwauwau	I	ji	ji	j i	j i - -	1261	9104	I	eu1	
10252	Tupi_do_Machado_Wirafed	I	jejé	jejé	j e j é/e	j e j é/e	1261	9104	I	eu1	
10667	Arawete	I	he	he	h e	- h e - -	1259	9105	I	eu1	
11413	Emerillon_Teko	I	idʒe	idʒe	i dʒ e	i - dʒ e	1260	9106	I	eu1	
11808	Wayampi	I	a	a	a	a	1262	9107	I	eu	
12130	Zo_e	I	ijɨ	ijɨ	i j ɨ	- i j ɨ	1261	9104	I	eu1	
12407	Ka_apor_Urubu	I	ihẽ	ihẽ	i h ẽ	i h ẽ - -	1259	9105	I	eu1	
12680	Anambe	I	ja	ja	j a	j a - -	1261	9104	I	eu1	
12983	Kamajura	I	ije	ije	i j e	- i j e	1261	9104	I	eu1	
13256	Asurini_do_Xingu	I	dʒe	dʒe	dʒ e	- - dʒ e	1260	9106	I	eu1	
13792	Tupinamba	I	iʃe	iʃe	i ʃ e	i ʃ e - -	1259	9105	I	eu1	
14175	Nheengatu	I	iʃe	iʃe	i ʃ e	i ʃ e - -	1259	9105	I	eu1	
14491	Lingua_Geral_Paulista_Tupi_austral	I	ʃe	ʃe	ʃ e	- ʃ e - -	1259	9105	I	eu	
14746	Yuki	I	tʃe	tʃe	tʃ e	- - tʃ e	1260	9106	I	eu1	
15011	Guarayo	I	tʃe	tʃe	tʃ e	- - tʃ e	1260	9106	I	eu1	
15338	Siriono	I	se	se	s e	- s e - -	1259	9105	I	eu1	
16073	Jora	I	se	se	s e	- s e - -	1259	9105	I	eu1	
16297	Mbya	I	ʃee	ʃee	ʃ eː	- ʃ eː - -	1259	9105	I	eu1	
16648	Guarani_Paraguay	I	ʃe	ʃe	ʃ e	- ʃ e - -	1259	9105	I	eu1	
16987	Old_Guarani	I	tʃe	tʃe	tʃ e	- - tʃ e	1260	9106	I	eu1	
18001	Tapiete	I	ʃe	ʃe	ʃ e	- ʃ e - -	1259	9105	I	eu1	
18240	Chiripa_Nandeva_Ava_Guarani	I	tʃeʔe / tʃe	tʃeʔe	tʃ e ʔ e	- tʃ e ʔ e	1259	9105	I	eu1	
18241	Chiripa_Nandeva_Ava_Guarani	I	tʃeʔe / tʃe	tʃe	tʃ e	- - tʃ e	1260	9106	I	eu1	
18498	Omagua	I	tsɪ	tsɪ	ts ɪ	ts ɪ	1259	9105	I	eu1	Woman's speech
19598	Omagua	I	ta	ta	t a	t a	2276	341	I		Man's speech
20009	Guayaki_Ache	I	tʃo	tʃo	tʃ o	tʃ o			I		
20595	Guaja	I	jahá	jahá	j a h á	j a h á			I		
168	Karo_Arara	INGA	ʃapo	ʃapo	ʃ a p o	ʃ a p o	1264	9162	INGA	inga5	
1657	Tupari	INGA	hapo	hapo	h a p o	h a p o	1264	9162	INGA	inga5	
2044	Akuntsu	INGA	tapɨkɨpi	tapɨkɨpi	t a p ɨ k ɨ p i	t a p ɨ k ɨ p i	1266	9160	INGA	inga4	
2889	Gaviao_Ikoloehj	INGA	bolirápè	bolirápè	b o l i r á p è	b o l i r á p è	1267	9161	INGA	inga	
4351	Karitiana	INGA	eemɨk	eemɨk	eː m ɨ k	eː m ɨ k	1268	9163	INGA	inga	
4843	Xipaya	INGA	hure	hure	h u r e	h u r e	1264	9162	INGA	inga3	
5174	Juruna_Yudja	INGA	hure	hure	h u r e	h u r e	1264	9162	INGA	inga3	
5533	Munduruku	INGA	tʃiririʔip	tʃiririʔip	tʃ i r i r i + ʔ i p	tʃ i r i r i + ʔ i p	1265	9165 646	INGA CLASSIFIER.TREE	inga2	
6206	Satere_Mawe	INGA	mokiuʔ_tiritʔi	mokiuʔ_tiritʔi	m o k iu ʔ + t i r i t ʔ i	m o - k iu ʔ + t i r i t ʔ i	1263	9164 9165	INGA _inga	inga2	
6876	Parakana	INGA	iga	iga	i g a	- i - g a -	1263	9164	INGA	inga1	
8986	Parintintin	INGA	ɨnga	ɨnga	ɨ n g a	- ɨ n g a -	1263	9164	INGA	inga1	
9630	Tenharim	INGA	ɨnga	ɨnga	ɨ n g a	- ɨ n g a -	1263	9164	INGA	inga1	
11809	Wayampi	INGA	ɨnga	ɨnga	ɨ n g a	- ɨ n g a -	1263	9164	INGA	inga1	
13793	Tupinamba	INGA	ingá	ingá	i n g á	- i n g á -	1263	9164	INGA	inga1	
14176	Nheengatu	INGA	ingá	ingá	i n g á	- i n g á -	1263	9164	INGA	inga1	
16298	Mbya	INGA	inga	inga	i n g a	- i n g a -	1263	9164	INGA	inga1	
19125	Guarani_Paraguay	INGA	ingá	ingá	i n g á	- i n g á -	1263	9164	INGA		
19382	Asurini_do_Tocantins	INGA	ingá	ingá	i n g á	i n g á	1263	9164	INGA		
20457	Makurap	INGA	tʃoriri	tʃoriri	tʃ o r i r i	tʃ o r i r i	1265	9165	INGA		
20541	Asurini_do_Xingu	INGA	ingaʔí	ingaʔí	i n g a ʔ í	i n g a ʔ í	1263	9164	INGA		
20596	Guaja	INGA	tʃitʃipeʔa	tʃitʃipeʔa	tʃ i tʃ i p e ʔ a	tʃ i tʃ i p e ʔ a	2880	645	INGA		
20844	Zo_e	INGA	igá	igá	i g á	i g á	1263	9164	INGA		
169	Karo_Arara	INSIDE	ʔek	ʔek	ʔ e k	- ʔ e k	1270	9179	INSIDE	dentrode	
975	Makurap	INSIDE	pat	pat	p a t	- - p a t -	1269	9178	INSIDE	dentrode	
1312	Wayoro	INSIDE	pi	pi	p i	- - p i - -	1269	9178	INSIDE	dentrode1	
1658	Tupari	INSIDE	sipe	sipe	s i p e	s i p e - -	1269	9178	INSIDE	dentrode21	
2045	Akuntsu	INSIDE	pi	pi	p i	- - p i - -	1269	9178	INSIDE	dentrode1	
2890	Gaviao_Ikoloehj	INSIDE	sepi	sepi	s e p i	s e p i - -	1269	9178	INSIDE	dentrode21	
6207	Satere_Mawe	INSIDE	muo	muo	m uo	m uo	1271	9180	INSIDE	dentrode	
6542	Aweti	INSIDE	pɨwo	pɨwo	p ɨ w o	- - p ɨ w o	1269	9178	INSIDE	dentrode	
7448	Surui_Aikewara	INSIDE	pupe	pupe	p u p e	- - p u p e	1269	9178	INSIDE	dentrode	
10668	Arawete	INSIDE	pipe	pipe	p i p e	- - p i p e	1269	9178	INSIDE	dentrode31	
11199	Amanaye	INSIDE	pɨpe	pɨpe	p ɨ p e	- - p ɨ p e	1269	9178	INSIDE	dentrode31	
11414	Emerillon_Teko	INSIDE	pope	pope	p o p e	- - p o p e	1269	9178	INSIDE	dentrode31	
11810	Wayampi	INSIDE	 (pu)pe	pe	p e	- - p e - -	1269	9178	INSIDE	dentrode1	
12821	Turiwara	INSIDE	puipé	puipé	p ui p é	- - p ui p é	1269	9178	INSIDE	dentrode31	
13794	Tupinamba	INSIDE	pupe	pupe	p u p e	- - p u p e	1269	9178	INSIDE	dentrode31	
15339	Siriono	INSIDE	ehie	ehie	e h ie	e h ie -	1270	9179	INSIDE	dentrode	
16988	Old_Guarani	INSIDE	ɨpɨpe	ɨpɨpe	ɨ p ɨ p e	- ɨ p ɨ p e	1269	9178	INSIDE	dentrode31	
18002	Tapiete	INSIDE	hapɨpe / pɨ	hapɨpe	h a p ɨ p e	h a p ɨ p e	1269	9178	INSIDE	dentrode431	
18003	Tapiete	INSIDE	hapɨpe / pɨ	pɨ	p ɨ	- - p ɨ - -	1269	9178	INSIDE	dentrode431	
18499	Omagua	INSIDE	ɨpɨpɨ	ɨpɨpɨ	ɨ p ɨ p ɨ	- ɨ p ɨ p ɨ	1269	9178	INSIDE	dentrode31	
18964	Karitiana	INSIDE	kɨpip	kɨpip	k ɨ p i p	k ɨ p i p -	1269	9178	INSIDE		
19084	Nheengatu	INSIDE	pupé	pupé	p u p é	- - p u p é	1269	9178	INSIDE		
19126	Guarani_Paraguay	INSIDE	pɨpe	pɨpe	p ɨ p e	p ɨ p e	1269	9178	INSIDE		
19383	Asurini_do_Tocantins	INSIDE	pɨpe	pɨpe	p ɨ p e	p ɨ p e	1269	9178	INSIDE		
19999	Guayaki_Ache	INSIDE	kʷa	kʷa	kʷ a	kʷ a	2864	621	INSIDE		
20079	Munduruku	INSIDE	pi	pi	p i	p i	1269	9178	INSIDE		
20597	Guaja	INSIDE	pepe	pepe	p e p e	p e p e	1269	9178	INSIDE		
20699	Tapirape_Apyawa	INSIDE	pɨpe	pɨpe	p ɨ p e	p ɨ p e	1269	9178	INSIDE		
20717	Cinta_Larga	INSIDE	káá	káá	k áá	k áá	2864	621	INSIDE		
20845	Zo_e	INSIDE	pupé	pupé	p u p é	p u p é	1269	9178	INSIDE		
170	Karo_Arara	JACARÉ / CAIMAN / CROCODILE	wajo	wajo	w a j o	w a j o	1277	9204	JACARÉ	jacare3	
490	Purubora	JACARÉ / CAIMAN / CROCODILE	baʃa (re)	baʃa	b a ʃ a	b a - - ʃ a	1276	9203	JACARÉ	jacare1	
670	Ntogapid_Itogapuk	JACARÉ / CAIMAN / CROCODILE	totó	totó	t o t ó/o	t o t ó/o - -	1273	9199	JACARÉ	jacare5	
764	Ramarama	JACARÉ / CAIMAN / CROCODILE	totó	totó	t o t ó	t o t ó - -	1273	9199	JACARÉ	jacare5	
976	Makurap	JACARÉ / CAIMAN / CROCODILE	watoʔ	watoʔ	w a t o ʔ	w a t o ʔ -	1273	9199	JACARÉ	jacare4	
1313	Wayoro	JACARÉ / CAIMAN / CROCODILE	ŋgʷaitʃo	ŋgʷaitʃo	ŋgʷ/ⁿgʷ ai tʃ o	ŋgʷ/ⁿgʷ ai tʃ o - -	1273	9199	JACARÉ	jacare3	
1659	Tupari	JACARÉ / CAIMAN / CROCODILE	wao	wao	w ao	w ao - -	1274	9201	JACARÉ	jacare3	
2046	Akuntsu	JACARÉ / CAIMAN / CROCODILE	kwato	kwato	kʷ a t o	kʷ a t o - -	1273	9199	JACARÉ	jacare3	
2399	Mekens_Sakurabiat	JACARÉ / CAIMAN / CROCODILE	kʷato	kʷato	kʷ a t o	kʷ a t o - -	1273	9199	JACARÉ	jacare3	
2624	Cinta_Larga	JACARÉ / CAIMAN / CROCODILE	βaβó	βaβó	β a β ó/o	β a β ó/o	1274	9201	JACARÉ	jacare3	
2891	Gaviao_Ikoloehj	JACARÉ / CAIMAN / CROCODILE	βaβo	βaβo	β a β o	β a β o	1274	9201	JACARÉ	jacare3	
3244	Monde	JACARÉ / CAIMAN / CROCODILE	βaβo	βaβo	β a β o	β a β o	1274	9201	JACARÉ	jacare3	
3486	Arua	JACARÉ / CAIMAN / CROCODILE	βaβo	βaβo	β a β o	β a β o	1274	9201	JACARÉ	jacare3	
3791	Zoro	JACARÉ / CAIMAN / CROCODILE	βaβo	βaβo	β a β o	β a β o	1274	9201	JACARÉ	jacare3	
4047	Surui_Paiter	JACARÉ / CAIMAN / CROCODILE	wao	wao	w ao	w ao - -	1274	9201	JACARÉ	jacare3	
4352	Karitiana	JACARÉ / CAIMAN / CROCODILE	osɨ	osɨ	o s ɨ	- o - - s ɨ	1276	9203	JACARÉ	jacare6	
4585	Arikem	JACARÉ / CAIMAN / CROCODILE	watoʔ	watoʔ	w a t o ʔ	w a t o ʔ -	1273	9199	JACARÉ	jacare3	
4844	Xipaya	JACARÉ / CAIMAN / CROCODILE	jakare	jakare	j a k a r e	j a k a r e	1272	9200	JACARÉ	jacare1	
5175	Juruna_Yudja	JACARÉ / CAIMAN / CROCODILE	jakare	jakare	j a k a r e	j a k a r e	1272	9200	JACARÉ	jacare1	
5534	Munduruku	JACARÉ / CAIMAN / CROCODILE	apát	apát	a p á/a t	- a p á/a t - - - -	1275	9202	JACARÉ	jacare4	
5875	Kuruaya	JACARÉ / CAIMAN / CROCODILE	ápatʃi	ápatʃi	á/a p a tʃ i	- á/a p a tʃ i - - -	1275	9202	JACARÉ	jacare4	
6208	Satere_Mawe	JACARÉ / CAIMAN / CROCODILE	jakare	jakare	j a k a r e	j a k a r e	1272	9200	JACARÉ	jacare1	
6543	Aweti	JACARÉ / CAIMAN / CROCODILE	topepɨrit	topepɨrit	t o p e p ɨ r i t	t o p e p ɨ r i t	1275	9202	JACARÉ	jacare2	
6877	Parakana	JACARÉ / CAIMAN / CROCODILE	dʒakare	dʒakare	dʒ a k a r e	dʒ a k a r e	1272	9200	JACARÉ	jacare1	
7172	Asurini_do_Tocantins	JACARÉ / CAIMAN / CROCODILE	sakare	sakare	s a k a r e	s a k a r e	1272	9200	JACARÉ	jacare1	
7449	Surui_Aikewara	JACARÉ / CAIMAN / CROCODILE	sakare	sakare	s a k a r e	s a k a r e	1272	9200	JACARÉ	jacare1	
7751	Tapirape_Apyawa	JACARÉ / CAIMAN / CROCODILE	tʃãkãre	tʃãkãre	tʃ ã k ã r e	tʃ ã k ã r e	1272	9200	JACARÉ	jacare1	
8054	Tembe	JACARÉ / CAIMAN / CROCODILE	zakare	zakare	z a k a r e	z a k a r e	1272	9200	JACARÉ	jacare1	
8385	Guajajara	JACARÉ / CAIMAN / CROCODILE	zakare	zakare	z a k a r e	z a k a r e	1272	9200	JACARÉ	jacare1	
8688	Apiaka	JACARÉ / CAIMAN / CROCODILE	sakare	sakare	s a k a r e	s a k a r e	1272	9200	JACARÉ	jacare1	
8987	Parintintin	JACARÉ / CAIMAN / CROCODILE	jakare	jakare	j a k a r e	j a k a r e	1272	9200	JACARÉ	jacare1	
9316	Amondawa	JACARÉ / CAIMAN / CROCODILE	dʒakare	dʒakare	dʒ a k a r e	dʒ a k a r e	1272	9200	JACARÉ	jacare1	
9631	Tenharim	JACARÉ / CAIMAN / CROCODILE	dʒakare	dʒakare	dʒ a k a r e	dʒ a k a r e	1272	9200	JACARÉ	jacare1	
9852	Jiahoi	JACARÉ / CAIMAN / CROCODILE	dʒakare	dʒakare	dʒ a k a r e	dʒ a k a r e	1272	9200	JACARÉ	jacare1	
10253	Tupi_do_Machado_Wirafed	JACARÉ / CAIMAN / CROCODILE	jakaré	jakaré	j a k a r é/e	j a k a r é/e	1272	9200	JACARÉ	jacare1	
10408	Kayabi	JACARÉ / CAIMAN / CROCODILE	jakare	jakare	j a k a r e	j a k a r e	1272	9200	JACARÉ	jacare1	
10669	Arawete	JACARÉ / CAIMAN / CROCODILE	ɲetʃere	ɲetʃere	ɲ e tʃ e r e	ɲ e tʃ e r e	1272	9200	JACARÉ	jacare1	
10865	Anambe_of_Ehrenreich	JACARÉ / CAIMAN / CROCODILE	jakare	jakare	j a k a r e	j a k a r e	1272	9200	JACARÉ	jacare1	
11013	Guaja	JACARÉ / CAIMAN / CROCODILE	jakare	jakare	j a k a r e	j a k a r e	1272	9200	JACARÉ	jacare1	
11415	Emerillon_Teko	JACARÉ / CAIMAN / CROCODILE	dʒakare	dʒakare	dʒ a k a r e	dʒ a k a r e	1272	9200	JACARÉ	jacare1	
11811	Wayampi	JACARÉ / CAIMAN / CROCODILE	jakare	jakare	j a k a r e	j a k a r e	1272	9200	JACARÉ	jacare1	
12131	Zo_e	JACARÉ / CAIMAN / CROCODILE	dʒakare	dʒakare	dʒ a k a r e	dʒ a k a r e	1272	9200	JACARÉ	jacare1	
12408	Ka_apor_Urubu	JACARÉ / CAIMAN / CROCODILE	jakare	jakare	j a k a r e	j a k a r e	1272	9200	JACARÉ	jacare1	
12681	Anambe	JACARÉ / CAIMAN / CROCODILE	jakara	jakara	j a k a r a	j a k a r a	1272	9200	JACARÉ	jacare1	
12984	Kamajura	JACARÉ / CAIMAN / CROCODILE	jakare	jakare	j a k a r e	j a k a r e	1272	9200	JACARÉ	jacare1	
13257	Asurini_do_Xingu	JACARÉ / CAIMAN / CROCODILE	dʒakare	dʒakare	dʒ a k a r e	dʒ a k a r e	1272	9200	JACARÉ	jacare1	
13496	Ava_Canoeiro	JACARÉ / CAIMAN / CROCODILE	jakare	jakare	j a k a r e	j a k a r e	1272	9200	JACARÉ	jacare1	
13795	Tupinamba	JACARÉ / CAIMAN / CROCODILE	jakare	jakare	j a k a r e	j a k a r e	1272	9200	JACARÉ	jacare1	
14177	Nheengatu	JACARÉ / CAIMAN / CROCODILE	jakare	jakare	j a k a r e	j a k a r e	1272	9200	JACARÉ	jacare1	
14492	Lingua_Geral_Paulista_Tupi_austral	JACARÉ / CAIMAN / CROCODILE	ururaw	ururaw	u r u r a w	u r u r a w	1278	9205	JACARÉ	jacare	
14747	Yuki	JACARÉ / CAIMAN / CROCODILE	jikiare	jikiare	j i k ia r e	j i k ia r e	1272	9200	JACARÉ	jacare1	
15340	Siriono	JACARÉ / CAIMAN / CROCODILE	nikare	nikare	n i k a r e	n i k a r e	1272	9200	JACARÉ	jacare1	
15619	Warazu_Pauserna	JACARÉ / CAIMAN / CROCODILE	ðakare	ðakare	ð a k a r e	ð a k a r e	1272	9200	JACARÉ	jacare1	
15883	Chiriguano	JACARÉ / CAIMAN / CROCODILE	jakare	jakare	j a k a r e	j a k a r e	1272	9200	JACARÉ	jacare1	
16074	Jora	JACARÉ / CAIMAN / CROCODILE	nitʃáte	nitʃáte	n i tʃ á/a t e	n i tʃ á/a t e	1273	9199	JACARÉ	jacare	
16299	Mbya	JACARÉ / CAIMAN / CROCODILE	dʒakare	dʒakare	dʒ a k a r e	dʒ a k a r e	1272	9200	JACARÉ	jacare1	
16649	Guarani_Paraguay	JACARÉ / CAIMAN / CROCODILE	jakare	jakare	j a k a r e	j a k a r e	1272	9200	JACARÉ	jacare1	
16989	Old_Guarani	JACARÉ / CAIMAN / CROCODILE	jakare	jakare	j a k a r e	j a k a r e	1272	9200	JACARÉ	jacare1	
17272	Guayaki_Ache	JACARÉ / CAIMAN / CROCODILE	dʒape	dʒape	dʒ a p e	dʒ a p e - - - - -	1275	9202	JACARÉ	jacare	
17736	Kaiowa	JACARÉ / CAIMAN / CROCODILE	jakare	jakare	j a k a r e	j a k a r e	1272	9200	JACARÉ	jacare1	
18004	Tapiete	JACARÉ / CAIMAN / CROCODILE	pájnʃa	pájnʃa	p á/a j n ʃ a	p á/a j n ʃ a	1276	9203	JACARÉ	jacare3	
18777	Cocama_Cocamilla	JACARÉ / CAIMAN / CROCODILE	jakare	jakare	j a k a r e	j a k a r e	1272	9200	JACARÉ	jacare1	
171	Karo_Arara	JAGUAR	ameko	ameko	a m e k o	a m e - k o	1280	9262	JAGUAR	onca3	
491	Purubora	JAGUAR	wuru	wuru	w u r u	- - w u r u - - - -	1279	9263	JAGUAR	onca4	
671	Ntogapid_Itogapuk	JAGUAR	amekú	amekú	a m e k ú/u	a m e - k ú/u	1280	9262	JAGUAR	onca3	
765	Ramarama	JAGUAR	ameko	ameko	a m e k o	a m e - k o	1280	9262	JAGUAR	onca3	
